nes_NAS_1_vs_NAS_0	fdr_NAS_1_vs_NAS_0	nes_NAS_2_vs_NAS_1	fdr_NAS_2_vs_NAS_1	nes_NAS_3_vs_NAS_2	fdr_NAS_3_vs_NAS_2	nes_NAS_4_vs_NAS_3	fdr_NAS_4_vs_NAS_3	nes_NAS_5_vs_NAS_4	fdr_NAS_5_vs_NAS_4	nes_NAS_6_vs_NAS_5	fdr_NAS_6_vs_NAS_5	nes_NAS_7_vs_NAS_6	fdr_NAS_7_vs_NAS_6
PPARD	0.222945501147984	0.902409652210158	1.80132044801137	0.505123290570153	0.0902813612445773	0.978420451943337	0.672236953689024	0.673435990899698	1.80224117869896	0.203928706575264	0.320669917372195	0.976172081720909	1.06377847444979	0.626611661051698
PPARG	1.86937478483415	0.233161138092479	-1.64424135945335	0.532105822667991	0.628768584445838	0.978420451943337	-2.35112173526422	0.0758527374977369	-1.2493200372337	0.387838077107818	0.79401563363583	0.962321347823288	0.560619446459215	0.815279498415149
PPARGC1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PPARGC1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PPP1R13L	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRDM1	0.465589833530836	0.863264868530294	1.20234854009767	0.696734047745798	0.0185612512871199	0.985783203458773	-0.287671448376656	0.867796148083194	2.1413932580897	0.116374689325884	-1.5037914929738	0.962321347823288	0.515603326346123	0.828499250935862
PRDM10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRDM13	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRDM14	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRDM16	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRDM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRDM4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRDM5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRDM8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PREB	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRMT5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PROP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PROX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRRX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRRX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PTF1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PURA	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PURB	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RARA	1.66751118003008	0.286238409628858	0.401550721895658	0.928846269587052	0.517895980072498	0.978420451943337	0.586614676644553	0.706251962450113	4.68654546704546	4.278968754597e-05	-1.65068326410492	0.962321347823288	2.22059720563405	0.253890706766226
RARB	2.57297992632485	0.0782389355228677	0.173360232732866	0.966397351123826	-0.288234140629593	0.978420451943337	0.783309804868761	0.633707865756317	0.0402805951484504	0.990772283256474	-0.0260383955878765	0.992111275594177	0.856274366173057	0.71272783047836
RARG	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RAX	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RBAK	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RBBP8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RBCK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RBFOX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RBPJ	0.0841307981354631	0.966206238620065	1.58465545848308	0.555832123856062	-1.93543494666742	0.940648780569888	1.50035320153714	0.308437980182232	1.18419510767782	0.413587717060238	0.925244733444423	0.962321347823288	0.313122584885491	0.918622410979011
RBPJL	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RCOR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RCOR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REL	3.71293767473597	0.00351053560082455	1.20296799632263	0.696734047745798	-0.0650870788170279	0.978420451943337	4.35878828857148	0.000335680360932195	5.45179298896952	1.27985505942317e-06	0.22821623151517	0.976172081720909	1.60195979890374	0.382451510204153
RELA	3.46075652339882	0.00654896859307906	2.27951084118494	0.307593026870466	-0.790062228711639	0.978420451943337	5.22237153611994	8.48072344781707e-06	7.50124533385487	4.86750479027321e-12	-1.05264648429527	0.962321347823288	3.32741424610089	0.0331360898277373
RELB	2.28309863694059	0.120466816114444	1.70349449287885	0.532105822667991	-0.934237887856079	0.978420451943337	4.02121239583529	0.00111456285723865	3.59142016407114	0.00292198054190816	0.793788657255891	0.962321347823288	2.34375347075374	0.209998639778895
RERE	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REST	1.15076088487171	0.489075198329224	-0.135448438411693	0.966397351123826	1.39170056775501	0.978420451943337	0.768828485107477	0.634888284869738	0.473648648005992	0.797517719426363	0.626820701063879	0.976172081720909	2.66143073408364	0.108138836470701
RFX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RFX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RFX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RFX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RFX5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RFX6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RFXANK	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RFXAP	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RHOXF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RLF	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNF14	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RORA	0.0682856599840003	0.970773125535156	0.14976251412451	0.966397351123826	0.092573129403846	0.978420451943337	1.0819809915314	0.474332978502571	-1.96841685244314	0.150981890827152	1.17751717332834	0.962321347823288	0.0803216526638591	0.966998786558451
RORB	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RORC	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RREB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RUNX1	1.77327208482665	0.262973920662313	2.98045256818606	0.11081178096658	-2.07511552313286	0.931244946489854	3.28155942642655	0.0103728603855425	5.48173011737541	1.21617576895495e-06	-1.57760225184675	0.962321347823288	0.536480094356792	0.818358014249602
RUNX1T1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RUNX2	2.51441408389881	0.0860694086652008	-0.373742449649577	0.928846269587052	0.3165216047076	0.978420451943337	2.8183607334075	0.027195768459758	1.53086278489083	0.281180813412216	1.89424713596435	0.962321347823288	0.591652742671041	0.815279498415149
RUNX3	-0.389730168309053	0.882604054841882	2.0158810601313	0.440029033240362	-0.6154375222262	0.978420451943337	-1.13321769833252	0.44996497640028	1.09378413679373	0.455435051500771	-0.224797578529354	0.976172081720909	-0.418495477068516	0.872227334258624
RUVBL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RXRA	1.37425734442263	0.390245708172099	-0.999074852003009	0.773242128867977	-0.565329809008481	0.978420451943337	-0.137400825819318	0.935249677246221	0.245771066969548	0.886127734039247	-0.106093857819098	0.984194289847463	0.794797623533759	0.730485484916668
RXRB	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RXRG	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RYBP	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SALL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SALL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SALL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SALL4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SAP30	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SATB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SATB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SCRT1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SCX	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SETBP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SFPQ	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SHOX	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SHOX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SIM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SIM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SIN3A	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SIN3B	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SIRT1	-0.98239894810905	0.574684523237596	0.512067586448086	0.928846269587052	0.0566449611875559	0.97888251186766	-0.752932884772068	0.643791646826038	0.420466789627906	0.806877596610276	-0.232511792055971	0.976172081720909	-1.21380523106216	0.540978198094148
SIRT6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SIX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SIX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SIX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SIX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SIX5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SKI	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SKIL	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SLC2A4RG	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SMAD1	1.9120369317673	0.218360928265795	-0.69006186608977	0.870022825574295	-0.270950761914867	0.978420451943337	2.45370308402835	0.0616262997586447	1.46457731932209	0.304824734483857	-1.1011624082011	0.962321347823288	0.458364530147376	0.863500125481444
SMAD2	0.237777414120505	0.902409652210158	-0.99347640637354	0.773242128867977	0.302438326731264	0.978420451943337	2.30133293871542	0.0841016427245174	1.12595196165768	0.441933324494197	0.0305326776748222	0.992111275594177	1.85283706758487	0.327113722404807
SMAD3	1.76590232916036	0.262973920662313	1.50017565408234	0.593354187207746	-0.868291057300353	0.978420451943337	5.29725616961896	8.48072344781707e-06	3.47429855498438	0.00407986457970356	-0.167875843833609	0.976172081720909	1.98770874622494	0.284761669865183
SMAD4	-0.328532602029046	0.89321949000788	2.64955985118215	0.186178365982038	-0.0779407925693722	0.978420451943337	2.2398873482995	0.0950441441619315	4.08675211896616	0.000505259448925007	-0.429967023727998	0.976172081720909	2.17899034500139	0.258397211361678
SMAD5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SMAD6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SMAD7	-1.58706290893668	0.305645369430874	0.475283917732669	0.928846269587052	-1.33534657139182	0.978420451943337	-1.36311064454927	0.347198308059859	-1.61224124291686	0.268055455547507	-0.505021492050881	0.976172081720909	-0.108141393041643	0.95957771045484
SMAD9	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SMARCA1	1.5685724506203	0.309984996066538	-0.242956616835486	0.957215437096968	-1.32101405842396	0.978420451943337	1.50773232559089	0.307571210466976	-1.12743254398139	0.441933324494197	0.333024707123326	0.976172081720909	0.276465732725143	0.921867228470193
SMARCA4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SMARCA5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SMARCB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SMARCC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SMARCC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SMARCD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SMARCE1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNAI1	1.03261873339996	0.553267656046395	-0.649050814815665	0.875714041485287	1.0310639881389	0.978420451943337	0.972685788206047	0.537985157406632	-0.10849147778793	0.962599265619881	0.83126209915246	0.962321347823288	0.238814822538548	0.93233114259575
SNAI2	-0.247764490835172	0.902409652210158	3.48554308460525	0.0588806194556527	-0.513784515084321	0.978420451943337	0.618630178897889	0.69210368066977	1.51497980018179	0.285510543267475	0.58741282084934	0.976172081720909	-0.0723766583719377	0.967346656291701
SND1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNW1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOHLH1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOHLH2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SON	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX14	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX15	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX17	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX18	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX2	0.222044879587241	0.902409652210158	-0.702726545340738	0.870022825574295	0.506576051379441	0.978420451943337	-0.544225543336242	0.724235988514907	-0.941796675469958	0.533296991294633	-1.38661568191816	0.962321347823288	-0.294019771262925	0.920101480599998
SOX21	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX7	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOX9	1.33975209706473	0.397003942458595	-0.879518379210378	0.822203281210393	-0.519646680667664	0.978420451943337	0.889659111820959	0.590562919327179	-0.378235441168339	0.819731391191181	-0.264043476560836	0.976172081720909	0.974636471135125	0.656638640180746
SP1	4.47752159360147	0.000476023301377026	-0.321406720191335	0.928846269587052	0.965861848426592	0.978420451943337	4.70823071684542	8.24591411947271e-05	3.31523873759273	0.00660984036542703	-0.0617604310357452	0.987435265983899	3.86921460316557	0.00840736101062759
SP100	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SP140	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SP3	3.90545637423592	0.00197500221961729	-0.0542649610710825	0.981948763509901	0.919157628999393	0.978420451943337	3.01933382619311	0.0188772621410396	1.54409326548992	0.280323623403547	1.18457662250345	0.962321347823288	1.52398770972932	0.420788878544681
SP4	-0.181909663253057	0.917178750614706	-1.51694230323647	0.588376047833546	-0.486175629198053	0.978420451943337	-0.767981971888609	0.634888284869738	-1.58603718100986	0.274114023560134	0.516785124653195	0.976172081720909	-0.305675865206961	0.918622410979011
SP5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SP6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SP7	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SP8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPDEF	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPEN	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPI1	2.88715010366651	0.035920381858362	3.28506794145676	0.0588806194556527	-1.32187879614173	0.978420451943337	3.15462134589496	0.0142781572615002	7.82150283398313	6.02868375757551e-13	-3.67868662738396	0.0541552035070973	1.71034874181559	0.359705789612114
SPIB	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPZ1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRCAP	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SREBF1	3.97662308816837	0.00179412116948218	-0.150063353731344	0.966397351123826	0.56967953412226	0.978420451943337	3.73467923161828	0.0033398085790734	-3.49010867164199	0.00398329937300849	-0.246065646762447	0.976172081720909	1.47270219213191	0.439622203537041
SREBF2	4.38458673286711	0.000476023301377026	-0.532187936258579	0.928846269587052	0.43376039905799	0.978420451943337	4.78151521053184	6.69818520223336e-05	-3.79381539713714	0.00137075385317744	0.944072167538884	0.962321347823288	0.168654956210537	0.945245380690548
SRF	-0.0791324642996659	0.966206238620065	0.644327829444658	0.875714041485287	-2.77483815252888	0.212632362727338	2.47543114128933	0.0591161964148777	0.80651696629914	0.613969971937357	-0.775848901746755	0.962321347823288	-0.0304822019895534	0.975682487540342
SRSF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRY	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SSRP1	3.59545189490787	0.00440026418002718	0.439664583493033	0.928846269587052	-0.599743140681595	0.978420451943337	2.8960715248	0.024246418698591	3.36033086598822	0.00583512022267701	-0.46523684176339	0.976172081720909	0.976676835167318	0.656638640180746
ST18	1	1	1	1	1	1	1	1	1	1	1	1	1	1
STAT1	4.44405089379789	0.000476023301377026	1.02765164937443	0.773242128867977	0.0431335233043083	0.97888251186766	4.13414540601777	0.000823001866923126	5.37652853085083	1.75411399946922e-06	-2.16496216946824	0.766817529939942	2.15979495045115	0.258397211361678
STAT2	2.25619542380712	0.126306573905907	0.876143773834366	0.822203281210393	0.289159084325078	0.978420451943337	4.65260481702626	9.46430195658273e-05	0.499970605928708	0.787564220967572	0.309727877239294	0.976172081720909	0.548818036939166	0.817572137166875
STAT3	2.45524400486467	0.0952947770758617	-0.033451916081117	0.989106451184781	0.578963355879773	0.978420451943337	0.844423936656962	0.6012626270614	4.77812658301487	2.91944375998795e-05	0.193365404960561	0.976172081720909	1.65203077682392	0.373115278396518
STAT4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
STAT5A	3.60457845901969	0.00440026418002718	-0.798919627523395	0.844609323686302	-0.147957244052492	0.978420451943337	1.31609355936401	0.368313139011674	2.8965747982044	0.0217868052175334	0.445086526854257	0.976172081720909	1.44889057600771	0.449561890406897
STAT5B	1.97832591094789	0.201146197857909	-1.20992147923943	0.696734047745798	1.18780881642377	0.978420451943337	-1.09379599970756	0.468920518687788	1.62611463189668	0.268055455547507	0.730918613282624	0.962321347823288	0.934381344443667	0.673956393526581
STAT6	0.93159388556012	0.595839206372512	1.03284354033537	0.773242128867977	-2.03166249346898	0.931244946489854	0.356951068200512	0.841316510613303	2.76625555896362	0.029769641009984	-0.649967786716847	0.968534226753373	1.3554290918885	0.506123558435708
STOX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SUPT20H	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SUPT3H	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TADA2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TAF1	-0.188812826139578	0.917178750614706	-0.646823739527957	0.875714041485287	-0.13144919920396	0.978420451943337	0.840118851336345	0.6012626270614	0.391446900837447	0.81549675609875	0.331086931447895	0.976172081720909	-0.319790390113341	0.918622410979011
TAF12	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TAF4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TAF5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TAL1	1.63032910929997	0.290248566006427	-0.619280910912534	0.896767640389977	-0.438088954579601	0.978420451943337	1.51304316766816	0.307571210466976	1.55915574989183	0.280323623403547	-1.48869896843991	0.962321347823288	0.538850277500643	0.818358014249602
TBL1X	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBL1XR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBP	1.50667448200832	0.338528229799527	0.136089603204495	0.966397351123826	0.353294353534411	0.978420451943337	1.70786963308624	0.235460274064156	1.84472530029031	0.1902899301189	-0.715248489130688	0.962321347823288	2.08962499140757	0.264578013881071
TBPL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBPL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX15	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX18	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX19	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX20	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX21	1.650360664348	0.288362719141774	1.79810436863738	0.505123290570153	-1.18000384445182	0.978420451943337	1.27476898836259	0.375547570259375	3.88564125876355	0.00102503866345331	-0.612672897859058	0.976172081720909	0.758887709890643	0.737725947668591
TBX22	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBXT	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TCF12	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TCF15	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TCF20	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TCF21	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TCF23	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TCF3	0.490094322509784	0.847997134739112	0.729819165451555	0.867182807595513	0.645818228251373	0.978420451943337	1.29837084318568	0.370272775519231	1.80944907795698	0.203225901076405	-1.19175773259353	0.962321347823288	0.772016722748017	0.736696701691004
TCF4	2.1841787780943	0.145559710736278	-1.18737042817641	0.700641419826166	-0.0898362385279027	0.978420451943337	3.5612019836508	0.00426380901693515	1.20772628669268	0.406761566976641	-0.0914689628757274	0.984194289847463	1.7513819623803	0.348156827486099
TCF7	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TCF7L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TCF7L2	1.38465552540965	0.390245708172099	-0.415642924401813	0.928846269587052	-0.172258793960651	0.978420451943337	2.85825181320749	0.0258952334859982	2.80788677137829	0.0274272663986447	-0.50458252474825	0.976172081720909	1.85468614516746	0.327113722404807
TCFL5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TEAD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TEAD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TEAD4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TEF	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TERF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TET1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TET2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFAM	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFAP2A	4.33729115904436	0.000476023301377026	-1.48514199684176	0.597746905470603	0.771140537438072	0.978420451943337	3.03614246351037	0.018451210781956	2.08447056396785	0.129910847710814	-1.67499805565355	0.962321347823288	1.94163727398318	0.30042044592016
TFAP2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFAP2C	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFAP2D	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFAP2E	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFAP4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFCP2	0.506064767093141	0.841510651292131	-1.16964618065756	0.706361169022292	0.444676725423702	0.978420451943337	0.312634362105552	0.858853929907223	1.32658377467917	0.349617375346128	-0.887726571313116	0.962321347823288	0.499722990328081	0.838761192897472
TFCP2L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFDP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFDP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFDP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFE3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFEB	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TFEC	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TGFB1I1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TGIF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
THAP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
THAP11	1	1	1	1	1	1	1	1	1	1	1	1	1	1
THAP12	1	1	1	1	1	1	1	1	1	1	1	1	1	1
THAP7	1	1	1	1	1	1	1	1	1	1	1	1	1	1
THAP9	1	1	1	1	1	1	1	1	1	1	1	1	1	1
THRA	0.920220756193809	0.597993355347939	-0.298463817150535	0.936177224214436	-0.728883998843832	0.978420451943337	0.382647094815248	0.831578021080024	-0.0330734020354459	0.990772283256474	0.670519011491463	0.962321347823288	1.93230900318464	0.30042044592016
THRB	0.443169217033886	0.863264868530294	-1.40542194076696	0.597746905470603	-0.271365729225975	0.978420451943337	-1.5069782471433	0.307571210466976	-0.121490900131092	0.961579784665695	0.236695534038154	0.976172081720909	1.2193712581032	0.540978198094148
TLE1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TLE3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TLE4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TLE5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TLX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TLX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TLX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TOB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TOX	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TOX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TOX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TP53	2.42942126034549	0.0952947770758617	-0.0881941421157603	0.971791258750833	1.59217179418969	0.978420451943337	3.28143708559811	0.0103728603855425	2.36595421457582	0.0755314068096612	0.514732252349603	0.976172081720909	2.49596183572651	0.145086613555049
TP53BP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TP63	0.965207657140622	0.580870884813932	0.345797400747742	0.928846269587052	0.312096759892499	0.978420451943337	0.610160302364018	0.69210368066977	0.369786275329246	0.821830712273415	-0.012473652788041	0.994352278424599	0.0965133883449916	0.964882653022308
TP73	0.444329044409159	0.863264868530294	1.4504448161528	0.597746905470603	0.401376819089236	0.978420451943337	1.01887544169667	0.512291698086514	2.54246013499264	0.0508547225860682	-1.42832452004511	0.962321347823288	0.97938506634632	0.656638640180746
TRERF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIB3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM14	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM15	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM21	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM22	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM24	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM25	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM27	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM28	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM31	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM62	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRIM8	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRPS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TRRAP	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TSC22D1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TSG101	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TSHZ1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
